PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	LAWRENCE, JK				LAWRENCE, JK			SCATTERING OF NEUTRINOS BY A LINEARIZED SCHWARZSCHILD METRIC	ACTA PHYSICA AUSTRIACA			English	Article																Bjorken J. D., 1964, RELATIVISTIC QUANTUM; BRILL DR, 1957, REV MOD PHYS, V29, P465, DOI 10.1103/RevModPhys.29.465; CHIU HY, 1960, PHYS REV LETT, V5, P573, DOI 10.1103/PhysRevLett.5.573; COWAN CL, 1953, PHYS REV, V92, P830; Gamow G., 1941, Physical Review, V59, DOI 10.1103/PhysRev.59.539; GARWIN, 1957, PHYS REV, V105, P1415; LEE TD, 1957, PHYS REV, V105, P1119, DOI 10.1103/PhysRev.105.1119; LEE TD, 1956, PHYS REV, V104, P254, DOI 10.1103/PhysRev.104.254; Pauli W, 1933, ANN PHYS-BERLIN, V18, P337; PONTECORVO B, 1963, SOVIET PHYSICS USPEK, V79, P1; URBANTKE HK, TO BE PUBLISHED; WU, 1957, PHYS REV, V105, P1413	12	1	1	SPRINGER-VERLAG WIEN	VIENNA	SACHSENPLATZ 4-6, PO BOX 89, A-1201 VIENNA, AUSTRIA	0001-6713			ACTA PHYS AUSTRIACA			1970	31	1					1	&				0	Physics, Multidisciplinary	Physics	G5937	WOS:A1970G593700001		
J	VISHVESH.CV				VISHVESH.CV			STABILITY OF SCHWARZSCHILD METRIC	PHYSICAL REVIEW D			English	Article																Birkhoff G., 1923, RELATIVITY MODERN PH; BRILL DR, 1966, PHYS REV, V143, P1011, DOI 10.1103/PhysRev.143.1011; CAMPOLAT.A, 1970, ASTROPHYS J, V159, P847, DOI 10.1086/150362; DOROSHKE.AG, 1966, SOV PHYS JETP-USSR, V22, P122; DOROSHKEVICH AG, 1965, ZH EKSPERIM TEOR FIZ, V49, P734; EDELSTEIN L, 1970, THESIS U MARYLAND; EDELSTEI.LA, 1970, PHYS REV D, V1, P3514, DOI 10.1103/PhysRevD.1.3514; EISENHART LP, 1962, RIEMANNIAN GEOMETRY, pCH6; KRUSKAL MD, 1960, PHYS REV, V119, P1743, DOI 10.1103/PhysRev.119.1743; Landau L. D., 1962, CLASSICAL THEORY FIE; MATZNER RA, 1968, J MATH PHYS, V9, P163, DOI 10.1063/1.1664470; MISNER CW, 1969, ASTROPHYSICS GEN REL, V1, P113; REGGE T, 1957, PHYS REV, V108, P1903; THORNE KS, 1967, HIGH ENERGY ASTROPHY, V3, pCH8; VISHVESHWARA CV, 1968, THESIS U MARYLAND	15	217	217	AMERICAN PHYSICAL SOC	COLLEGE PK	ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA	0556-2821			PHYS REV D	Phys. Rev. D		1970	1	10					2870	&		10.1103/PhysRevD.1.2870		0	Astronomy & Astrophysics; Physics, Particles & Fields	Astronomy & Astrophysics; Physics	G8950	WOS:A1970G895000017		
J	EDELSTEI.LA; VISHVESH.CV				EDELSTEI.LA; VISHVESH.CV			DIFFERENTIAL EQUATIONS FOR PERTURBATIONS ON SCHWARZSCHILD METRIC	PHYSICAL REVIEW D			English	Note																BRILL DR, 1964, PHYS REV B, V135, pB271, DOI 10.1103/PhysRev.135.B271; MANASSE FK, 1963, J MATH PHYS, V4, P746, DOI 10.1063/1.1724317; REGGE T, 1957, PHYS REV, V108, P1063, DOI 10.1103/PhysRev.108.1063; THORNE KS, PRIVATE COMMUNICATIO	4	47	47	AMERICAN PHYSICAL SOC	COLLEGE PK	ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA	0556-2821			PHYS REV D	Phys. Rev. D		1970	1	12					3514	&		10.1103/PhysRevD.1.3514		0	Astronomy & Astrophysics; Physics, Particles & Fields	Astronomy & Astrophysics; Physics	H0081	WOS:A1970H008100043		
J	OLIVEIRA, CG; TEIXEIRA, AF; ARBEX, N				OLIVEIRA, CG; TEIXEIRA, AF; ARBEX, N			SPINOR SOLUTIONS TO SCHWARZSCHILD METRIC	NUOVO CIMENTO DELLA SOCIETA ITALIANA DI FISICA B			English	Article																Anderson J.L., 1967, PRINCIPLES RELATIVIT; BERGMANN PG, 1957, PHYS REV, V107, P624, DOI 10.1103/PhysRev.107.624; Dirac P. A. M., 1962, RECENT DEV GEN RELAT, P191; FRANK B, 1969, NUOVO CIMENTO A, V61, P263, DOI 10.1007/BF02755130; Oliveira C.G., 1962, NUOVO CIMENTO, V24, P672, DOI 10.1007/BF02816716; OLIVERIA CG, 1965, SUPPL NUOVO CIMENTO, V3, P192; SACHS M, 1967, NUOVO CIMENT A, V47, P759, DOI 10.1007/BF02771391	7	1	1	EDITRICE COMPOSITORI BOLOGNA	BOLOGNA	VIA STALINGRADO 97/2, I-40128 BOLOGNA, ITALY				NUOV CIMEN S I FIS B			1971	B  6	2					214	&		10.1007/BF02735387		0	Physics, Multidisciplinary	Physics	L0716	WOS:A1971L071600011		
J	MARKLEY, FL				MARKLEY, FL			MOTION IN SCHWARZSCHILD METRIC	AMERICAN JOURNAL OF PHYSICS			English	Article									WILLIAMS COLL,WILLIAMSTOWN,MA 01267							BOYER RH, 1967, J MATH PHYS, V8, P265, DOI 10.1063/1.1705193; DARWIN C, 1959, PROC R SOC LON SER-A, V249, P180, DOI 10.1098/rspa.1959.0015; DARWIN C, 1961, PROC R SOC LON SER-A, V263, P39, DOI 10.1098/rspa.1961.0142; Goldstein H., 1950, CLASSICAL MECHANICS; Goldstein H., 1950, CLASSICAL MECHANICS; GOLDSTEIN H, 1950, CLASSICAL MECHANICS, P63; GOLDSTEIN H, 1950, CLASSICAL MECHANICS, P76; KENT B, 1965, GRAVITATION THEORY G; KRUSKAL MD, 1960, PHYS REV, V119, P1743, DOI 10.1103/PhysRev.119.1743; MCVITTIE GC, 1962, GENERAL RELATIVITY C, P80; MCVITTIE GC, 1962, GENERAL RELATIVITY C; MCVITTIE GC, 1962, GENERAL RELATIVITY C, P85; MCVITTIE GC, 1962, GENERAL RELATIVITY C, P86; MCVITTIE GC, 1962, GENERAL RELATIVITY C, P66; Mielnik B., 1962, Acta Physica Polonica, V21; MISNER CW, 1971, ASTROPHYSICS GENERAL, V1, P113; Schwarkschid K, 1916, SITZBER K PREUSS AKA, P189; SYNGE JL, 1960, RELATIVITY GENERAL T, P268; SYNGE JL, 1960, RELATIVITY GENERAL T; SYNGE JL, 1960, RELATIVITY GENERAL T, P270; SYNGE JL, 1960, RELATIVITY GENERAL T, P275; SYNGE JL, 1960, RELATIVITY GEN THEOR, P109; SYNGE JL, 1960, RELATIVITY GENERAL T, P291; SYNGE JL, 1960, RELATIVITY GEN THEOR, P276; TOLMAN RC, 1934, RELATIVITY THERMODYN, P206; Tolman R.C., 1934, RELATIVITY THERMODYN; TOLMAN RC, 1934, RELATIVITY THERMODYN, P181; TOLMAN RC, 1934, RELATIVITY THERMODYN, P201; ZELDOVICH YB, 1971, RELATIVISTIC ASTROPH, V1, P96; ZELDOVICH YB, 1971, RELATIVISTIC ASTROPH, V1, P94	30	15	15	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0002-9505			AM J PHYS	Am. J. Phys.		1973	41	1					45	50		10.1119/1.1987118		6	Education, Scientific Disciplines; Physics, Multidisciplinary	Education & Educational Research; Physics	O4850	WOS:A1973O485000008		
J	COUCH, WE; NEWMAN, ET				COUCH, WE; NEWMAN, ET			ALGEBRAICALLY SPECIAL PERTURBATIONS OF SCHWARZSCHILD METRIC	JOURNAL OF MATHEMATICAL PHYSICS			English	Article									UNIV PITTSBURGH,DEPT PHYS,PITTSBURGH,PA 15213							ARONSON B, 1971, J MATH PHYS, V12, P2462, DOI 10.1063/1.1665558; GOLDBERG JN, 1967, J MATH PHYS, V8, P2155, DOI 10.1063/1.1705135; LIND RW, 1970, THESIS U PITTSBURGH; PRICE RH, PREPRINT; SACHS RK, 1962, J MATH PHYS, V3, P908, DOI 10.1063/1.1724305; TALBOT CJ, 1969, COMMUN MATH PHYS, V13, P45, DOI 10.1007/BF01645269	6	16	16	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0022-2488			J MATH PHYS	J. Math. Phys.		1973	14	2					285	286		10.1063/1.1666311		2	Physics, Mathematical	Physics	P0908	WOS:A1973P090800024		
J	SMITH, PDP				SMITH, PDP			USE OF SCHWARZSCHILD METRIC IN KLEIN-GORDON EQUATION	PHYSICS LETTERS A			English	Article									MEM UNIV NEWFOUNDLAND,DEPT PHYS,ST JOHNS,NEWFOUNDLAND,CANADA							LANDAU LD, 1965, CLASSICAL THEORY FIE, P324; LANDAU LD, 1965, CLASSICAL THEORY FIE, P326; LANDAU LD, 1965, CLASSICAL THEORY FIE, P334	3	3	3	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0375-9601			PHYS LETT A	Phys. Lett. A		1973	A 43	2					144	144		10.1016/0375-9601(73)90584-7		1	Physics, Multidisciplinary	Physics	P1086	WOS:A1973P108600025		
J	SHIROKOV, MF; BONDAREV, BV				SHIROKOV, MF; BONDAREV, BV			STABILITY OF A FINITE MOTION ALONG A GEODETIC LINE IN SCHWARZSCHILD METRIC	IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII FIZIKA			Russian	Article									S ORDZHONIKIDZE AVIAT INST,MOSCOW,USSR							CHETAEV NG, 1962, USTOICHIVOST DVIZHEN; KAPLAN LM, 1949, ZHETF, V19, P951; LANDAU LD, 1965, MEKHANIKA; LYAPUNOV AM, 1935, OBSHCHAYA ZADACHA US; PIRAGAS KA, 1968, GRAVITATSIYA TEORIYA; RYABUSHKO AP, 1971, IZV AN BSSR      FMN; SING D, 1963, OBSHCHAYA TEORIYA OT	7	0	0	IZVESTIA VUZOV FIZIKA	TOMSK	REVOLUTION SQUARE 1, 634050 TOMSK, RUSSIA	0021-3411			IZV VUZ FIZ+			1974		12					52	55				4	Physics, Multidisciplinary	Physics	V2398	WOS:A1974V239800007		
J	BOULWARE, DG				BOULWARE, DG			FIELD QUANTIZATION IN SCHWARZSCHILD METRIC	ANNALS OF THE NEW YORK ACADEMY OF SCIENCES			English	Article									UNIV WASHINGTON,DEPT PHYS,SEATTLE,WA 98195							BOULWARE DG, 1975, PHYS REV D, V11, P1404, DOI 10.1103/PhysRevD.11.1404; DEWITT BS, TO BE PUBLISHED; HAWKING S, 1974, PREPRINT U CAMBRIDGE; HAWKING SW, 1974, NATURE, V248, P30, DOI 10.1038/248030a0; KRUSKAL MD, 1960, PHYS REV, V119, P1743, DOI 10.1103/PhysRev.119.1743	5	2	2	NEW YORK ACAD SCIENCES	NEW YORK	2 E 63RD ST, NEW YORK, NY 10021	0077-8923			ANN NY ACAD SCI	Ann.NY Acad.Sci.		1975	262	OCT15					284	288		10.1111/j.1749-6632.1975.tb31442.x		5	Multidisciplinary Sciences	Science & Technology - Other Topics	BE283	WOS:A1975BE28300029		
J	LINET, B				LINET, B			DIPOLE FIELD SOLUTION OF MAXWELLS EQUATIONS IN SCHWARZSCHILD METRIC	JOURNAL OF PHYSICS A-MATHEMATICAL AND GENERAL			English	Article									UNIV PARIS 06, INST HENRI POINCARE, CNRS, LAB PHYS THEORIQUE, 75231 PARIS, FRANCE							BARDEEN JM, 1973, J MATH PHYS, V14, P7, DOI 10.1063/1.1666175; NEWMAN E, 1962, J MATH PHYS, V3, P566, DOI 10.1063/1.1724257; PAPAPETROU A, 1975, J PHYS A-MATH GEN, V8, P313, DOI 10.1088/0305-4470/8/3/005	3	7	7	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL, ENGLAND BS1 6BE	0305-4470			J PHYS A-MATH GEN	J. Phys. A-Math. Gen.		1975	8	3					328	333		10.1088/0305-4470/8/3/006		6	Physics, Multidisciplinary; Physics, Mathematical	Physics	AE727	WOS:A1975AE72700005		
J	GUTSUNAYEV, TI				GUTSUNAYEV, TI			ELECTROMAGNETIC-FIELD OF A CHARGE NEAR SCHWARZSCHILD METRIC SINGULARITY	IZVESTIYA VYSSHIKH UCHEBNYKH ZAVEDENII FIZIKA			Russian	Note									P LUMUMBA UNIV,MOSCOW,USSR							CHITRE DM, 1975, PHYS REV D, V12, P1538, DOI 10.1103/PhysRevD.12.1538; COHEN JM, 1971, J MATH PHYS, V12, P1845, DOI 10.1063/1.1665812; Gutsunaev Ts. I., 1975, Pis'ma v Zhurnal Tekhnicheskoi Fizika, V1; GUTSUNAEV TI, 1976, IZV VUZOV SSSR     F; HANNI RS, 1973, PHYS REV D, V8, P3259, DOI 10.1103/PhysRevD.8.3259; PETTERSON JA, 1975, PHYS REV D, V12, P2218, DOI 10.1103/PhysRevD.12.2218	6	1	1	IZVESTIA VUZOV FIZIKA	TOMSK	REVOLUTION SQUARE 1, 634050 TOMSK, RUSSIA	0021-3411			IZV VUZ FIZ+			1976		11					146	148				3	Physics, Multidisciplinary	Physics	CY156	WOS:A1976CY15600037		
