Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
101,"SV Khare, TL Einstein",Unified view of step-edge kinetics and fluctuations,1998,Physical Review B,APS,http://journals.aps.org/prb/abstract/10.1103/PhysRevB.57.4782,"http://scholar.google.com/scholar?cites=8501405166770226535&as_sdt=5,33&sciodt=0,33&hl=en&num=20",455,2015-01-12,
87,TL Einstein,Theory of indirect interaction between chemisorbed atoms,1978,Critical Reviews in Solid State and Material Sciences,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/10408437808243441,"http://scholar.google.com/scholar?cites=9584422175131345340&as_sdt=5,33&sciodt=0,33&hl=en&num=20",240,2015-01-12,
86,"A Bobet, HH Einstein",Numerical modeling of fracture coalescence in a model rock material,1998,International Journal of Fracture,Springer,http://link.springer.com/article/10.1023/A:1007460316400,"http://scholar.google.com/scholar?cites=2772584599905346004&as_sdt=5,33&sciodt=0,33&hl=en&num=20",80,2015-01-12,
81,"L Zhang, HH Einstein",Estimating the intensity of rock discontinuities,2000,International Journal of Rock Mechanics and Mining …,Elsevier,http://www.sciencedirect.com/science/article/pii/S1365160900000228,"http://scholar.google.com/scholar?cites=10085260866855828306&as_sdt=5,33&sciodt=0,33&hl=en&num=20",444,2015-01-12,
80,"…, E HANSEN, AD CRABBE, HA EINSTEIN…",SEDIMENT TRANSPORT THEORIES.,1975,ICE …,icevirtuallibrary.com,http://www.icevirtuallibrary.com/content/article/10.1680/iicep.1975.3740,"http://scholar.google.com/scholar?cites=8857890994912135410&as_sdt=5,33&sciodt=0,33&hl=en&num=20",70,2015-01-12,
80,"L Zhang, HH Einstein",Using RQD to estimate the deformation modulus of rock masses,2004,International Journal of Rock Mechanics and …,Pergamon,,"http://scholar.google.com/scholar?cites=16525424831206427403&as_sdt=5,33&sciodt=0,33&hl=en&num=20",458,2015-01-12,CITATION
68,"HA Einstein, H Li",Steady vortex flow in a real fluid,1951,"Proc. Heat Transfer and Fluid Mechanics Institute, …",,,"http://scholar.google.com/scholar?cites=12737145225230133830&as_sdt=5,33&sciodt=0,33&hl=en&num=20",58,2015-01-12,CITATION
65,A Einstein,Elementary derivation of the equivalence of mass and energy,1935,Bulletin of the American mathematical society,ams.org,,"http://scholar.google.com/scholar?cites=15280650889404225453&as_sdt=5,33&sciodt=0,33&hl=en&num=20",54,2015-01-12,PDF
64,"L Zhang, HH Einstein",End bearing capacity of drilled shafts in rock,1998,Journal of geotechnical and …,ascelibrary.org,http://ascelibrary.org/doi/abs/10.1061/(ASCE)1090-0241(1998)124:7(574),"http://scholar.google.com/scholar?cites=498152530138667474&as_sdt=5,33&sciodt=0,33&hl=en&num=20",487,2015-01-12,
62,"D Einstein, K Lanning","Shame, Guilt, Ego Development and the Five‐Factor Model of Personality",1998,Journal of Personality,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/1467-6494.00024/abstract,"http://scholar.google.com/scholar?cites=5377081479380915118&as_sdt=5,33&sciodt=0,33&hl=en&num=20",449,2015-01-12,
61,A Einstein,How I created the theory of relativity,1982,Physics Today,physicslink.ucsd.edu,,"http://scholar.google.com/scholar?cites=4468842217203051157&as_sdt=5,33&sciodt=0,33&hl=en&num=20",50,2015-01-12,PDF
60,"FWB Einstein, BR Penfold","The crystal structure of hydrated potassium tetraperoxyditungstate (VI), K2W2O11. 4H2O",1964,Acta Crystallographica,scripts.iucr.org,http://scripts.iucr.org/cgi-bin/paper?a04335,"http://scholar.google.com/scholar?cites=1413773292372687471&as_sdt=5,33&sciodt=0,33&hl=en&num=20",382,2015-01-12,
59,A Einstein,The Bianchi identities in the generalized theory of gravitation,1950,Can. J. Math,books.google.com,,"http://scholar.google.com/scholar?cites=11376981076454625333&as_sdt=5,33&sciodt=0,33&hl=en&num=20",17,2015-01-12,HTML
59,A Einstein,Ether and the Theory of Relativity,2007,The Genesis of General Relativity,Springer,http://link.springer.com/chapter/10.1007/978-1-4020-4000-9_34,"http://scholar.google.com/scholar?cites=13503545612184185344&as_sdt=5,33&sciodt=0,33&hl=en&num=20",42,2015-01-12,
58,A Einstein,On the Special Theory of Relativity,1905,Ann Phys,phys.lsu.edu,,"http://scholar.google.com/scholar?cites=18239737988568830955&as_sdt=5,33&sciodt=0,33&hl=en&num=20",39,2015-01-12,PDF
58,"WR White, E Paris, R Bettess, HA EINSTEIN…",The frictional characteristics of alluvial streams: A new approach.,1980,ICE …,icevirtuallibrary.com,http://www.icevirtuallibrary.com/content/article/10.1680/iicep.1980.2374,"http://scholar.google.com/scholar?cites=17702075458946687446&as_sdt=5,33&sciodt=0,33&hl=en&num=20",74,2015-01-12,
58,"AD Freed, DR Einstein, I Vesely",Invariant formulation for dispersed transverse isotropy in aortic heart valves,2005,Biomechanics and Modeling in …,Springer,http://link.springer.com/article/10.1007/s10237-005-0069-8,"http://scholar.google.com/scholar?cites=671937205805666678&as_sdt=5,33&sciodt=0,33&hl=en&num=20",229,2015-01-12,
58,"FWB Einstein, BR Penfold",The crystal structure of terpyridylzinc chloride: a refinement,1966,Acta Crystallographica,scripts.iucr.org,http://scripts.iucr.org/cgi-bin/paper?a05161,"http://scholar.google.com/scholar?cites=17781383589156220341&as_sdt=5,33&sciodt=0,33&hl=en&num=20",235,2015-01-12,
55,A Einstein,Letters to Solovine: 19061955,2011,,books.google.com,,"http://scholar.google.com/scholar?cites=12435660405108674849&as_sdt=5,33&sciodt=0,33&hl=en&num=20",45,2015-01-12,BOOK
51,"NC Bartelt, TL Einstein, LD Roelofs",Transfer-matrix approach to estimating coverage discontinuities and multicritical-point positions in two-dimensional lattice-gas phase diagrams,1986,Physical Review B,APS,http://journals.aps.org/prb/abstract/10.1103/PhysRevB.34.1616,"http://scholar.google.com/scholar?cites=7418131853126026660&as_sdt=5,33&sciodt=0,33&hl=en&num=20",440,2015-01-12,
50,A Einstein,"Albert Einstein, the Human Side: Glimpses from His Archives",2013,,books.google.com,,"http://scholar.google.com/scholar?cites=8340126710677086818&as_sdt=5,33&sciodt=0,33&hl=en&num=20",547,2015-01-12,BOOK
49,A Einstein,"Time, space, and gravitation",1919,… and Essence of Radiation 11 The Field Equations …,upload.wikimedia.org,,"http://scholar.google.com/scholar?cites=15721850436825622411&as_sdt=5,33&sciodt=0,33&hl=en&num=20",57,2015-01-12,PDF
47,"A Pimpinelli, TL Einstein",Capture-zone scaling in island nucleation: universal fluctuation behavior,2007,Physical review letters,APS,http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.99.226102,"http://scholar.google.com/scholar?cites=14135396697088828264&as_sdt=5,33&sciodt=0,33&hl=en&num=20",82,2015-01-12,
46,"SS Dagalur, I Nevo, M Salah",Apparatus and method for monitoring a system,1998,"US Patent 5,772,599",Google Patents,http://www.google.com/patents/US5772599,"http://scholar.google.com/scholar?cites=6851356151909692311&as_sdt=5,33&sciodt=0,33&hl=en&num=20",443,2015-01-12,
44,"TL Einstein, JA Hertz, JR Schrieffer",Theoretical Issues in Chemisorption,1980,Theory of chemisorption,Springer,http://link.springer.com/chapter/10.1007/978-3-642-81431-0_7,"http://scholar.google.com/scholar?cites=5849772686506111740&as_sdt=5,33&sciodt=0,33&hl=en&num=20",423,2015-01-12,
42,A Einstein,Einstein versus the physical review,2005,,geology.cwu.edu,,"http://scholar.google.com/scholar?cites=16253510460082105236&as_sdt=5,33&sciodt=0,33&hl=en&num=20",38,2015-01-12,PDF
42,"A Einstein, N Rosen",Two-body problem in general relativity theory,1936,Physical Review,APS,http://link.aps.org/doi/10.1103/PhysRev.49.404.2,"http://scholar.google.com/scholar?cites=11357327929067446173&as_sdt=5,33&sciodt=0,33&hl=en&num=20",56,2015-01-12,
41,"C Haas, HH Einstein",Updating the decision aids for tunneling,2002,Journal of construction engineering and …,ascelibrary.org,http://ascelibrary.org/doi/abs/10.1061/(ASCE)0733-9364(2002)128:1(40),"http://scholar.google.com/scholar?cites=4673962409334561161&as_sdt=5,33&sciodt=0,33&hl=en&num=20",451,2015-01-12,
40,"SS Dagalur, I Nevo, M Newman, M Salah",Environmental monitoring system,2000,"US Patent 6,055,480",Google Patents,http://www.google.com/patents/US6055480,"http://scholar.google.com/scholar?cites=1221685090844830108&as_sdt=5,33&sciodt=0,33&hl=en&num=20",439,2015-01-12,
39,A Einstein,Théorie de la Relativité,1933,,ams.org,,"http://scholar.google.com/scholar?cites=16041346503445625043&as_sdt=5,33&sciodt=0,33&hl=en&num=20",232,2015-01-12,CITATION
38,A Einstein,Essays in physics,1950,,Philosophical Library,,"http://scholar.google.com/scholar?cites=7783967740531761964&as_sdt=5,33&sciodt=0,33&hl=en&num=20",61,2015-01-12,CITATION
37,A Einstein,Approximative integration of the field equations of gravitation,1916,… Preußische Akademie der Wissenschaften Berlin (Math …,,,"http://scholar.google.com/scholar?cites=14782955769379076155&as_sdt=5,33&sciodt=0,33&hl=en&num=20",14,2015-01-12,CITATION
37,A Einstein,A brief outline of the development of the theory of relativity,1921,Nature,nature.com,http://www.nature.com/physics/looking-back/einstein/,"http://scholar.google.com/scholar?cites=12875216717199061698&as_sdt=5,33&sciodt=0,33&hl=en&num=20",25,2015-01-12,
37,"CJ Hearn, A Einstein",The dynamics of coastal models,2008,,tos.org,,"http://scholar.google.com/scholar?cites=11658329895516631291&as_sdt=5,33&sciodt=0,33&hl=en&num=20",53,2015-01-12,BOOK
37,"L Zhang, HH Einstein, WS Dershowitz",Stereological relationship between trace length and size distribution of elliptical discontinuities,2002,Geotechnique,icevirtuallibrary.com,http://www.icevirtuallibrary.com/content/article/10.1680/geot.2002.52.6.419,"http://scholar.google.com/scholar?cites=1618416410524086455&as_sdt=5,33&sciodt=0,33&hl=en&num=20",257,2015-01-12,
36,TL Einstein,Short-chain model of chemisorption: Exact and approximate results,1975,Physical Review B,APS,http://journals.aps.org/prb/abstract/10.1103/PhysRevB.11.577,"http://scholar.google.com/scholar?cites=3036173745943812547&as_sdt=5,33&sciodt=0,33&hl=en&num=20",261,2015-01-12,
35,A Einstein,On the electrodynamics of moving bodies,1923,,philpapers.org,http://philpapers.org/rec/einote,"http://scholar.google.com/scholar?cites=16731290967589003404&as_sdt=5,33&sciodt=0,33&hl=en&num=20",60,2015-01-12,
35,"O Pierre-Louis, TL Einstein",Electromigration of single-layer clusters,2000,Physical Review B,APS,http://journals.aps.org/prb/abstract/10.1103/PhysRevB.62.13697,"http://scholar.google.com/scholar?cites=13373381633633986002&as_sdt=5,33&sciodt=0,33&hl=en&num=20",467,2015-01-12,
35,"F Nadim, H Einstein, W Roberds",Probabilistic stability analysis for individual slopes in soil and rock,2005,Proceedings of international …,books.google.com,http://books.google.com/books?hl=en&lr=&id=VOEgSNbf5l8C&oi=fnd&pg=PA63&dq=Field+Equations+Einstein&ots=nYFxzDLIVZ&sig=SAPO-3kd8ZJyPvK54zMG4Jj9KXI,"http://scholar.google.com/scholar?cites=18264459406384891553&as_sdt=5,33&sciodt=0,33&hl=en&num=20",492,2015-01-12,
34,"TL Einstein, HL Richards, SD Cohen, O Pierre-Louis","Terrace-width distributions and step–step repulsions on vicinal surfaces: symmetries, scaling, simplifications, subtleties, and Schrödinger",2001,Surface science,Elsevier,http://www.sciencedirect.com/science/article/pii/S0039602801012547,"http://scholar.google.com/scholar?cites=18202804577247263973&as_sdt=5,33&sciodt=0,33&hl=en&num=20",386,2015-01-12,
33,"FWB Einstein, JS Field","Copper (II) bis (N, N-dimethyldithiocarbamate)",1974,Acta Crystallographica Section B: Structural …,scripts.iucr.org,http://scripts.iucr.org/cgi-bin/paper?a11424,"http://scholar.google.com/scholar?cites=14027333218217970737&as_sdt=5,33&sciodt=0,33&hl=en&num=20",68,2015-01-12,
32,"L Zhang, H Ernst, HH Einstein",Nonlinear Analysis of Laterally LoadedRock-Socketed Shafts,2000,Journal of geotechnical and …,ascelibrary.org,http://ascelibrary.org/doi/abs/10.1061/(ASCE)1090-0241(2000)126:11(955),"http://scholar.google.com/scholar?cites=7463282512965191142&as_sdt=5,33&sciodt=0,33&hl=en&num=20",111,2015-01-12,
32,"FWB Einstein, PR Rao, J Trotter…",The crystal structure of gold trifluoride,1967,Journal of the Chemical …,pubs.rsc.org,http://pubs.rsc.org/en/content/articlehtml/1967/j1/j19670000478,"http://scholar.google.com/scholar?cites=10277664459461650012&as_sdt=5,33&sciodt=0,33&hl=en&num=20",234,2015-01-12,
32,A Einstein,"Einstein on politics: His private thoughts and public stands on nationalism, Zionism, war, peace, and the bomb",2013,,books.google.com,,"http://scholar.google.com/scholar?cites=8641861566044719513&as_sdt=5,33&sciodt=0,33&hl=en&num=20",548,2015-01-12,BOOK
31,"KR Minard, DR Einstein, RE Jacob…",Application of magnetic resonance (MR) imaging for the development and validation of computational fluid dynamic (CFD) models of the rat respiratory system,2006,Inhalation …,informahealthcare.com,http://informahealthcare.com/doi/abs/10.1080/08958370600748729,"http://scholar.google.com/scholar?cites=17602603155066061821&as_sdt=5,33&sciodt=0,33&hl=en&num=20",102,2015-01-12,
31,"H Aristotle, K Newton, B Einstein, S Plank…",Physical causality and brain theories,1980,,Am Physiological Soc,http://ajpregu.physiology.org/content/ajpregu/238/5/R277.full.pdf,"http://scholar.google.com/scholar?cites=16191195819876099180&as_sdt=5,33&sciodt=0,33&hl=en&num=20",446,2015-01-12,
30,"A Einstein, B Kaufman",Algebraic properties of the field in the relativistic theory of the asymmetric field,1954,Annals of Mathematics,JSTOR,http://www.jstor.org/stable/1969690,"http://scholar.google.com/scholar?cites=17641271635930594623&as_sdt=5,33&sciodt=0,33&hl=en&num=20",29,2015-01-12,
28,"A Einstein, V Bargmann",Bivector fields,1944,Annals of mathematics,JSTOR,http://www.jstor.org/stable/1969073,"http://scholar.google.com/scholar?cites=4710534040669955024&as_sdt=5,33&sciodt=0,33&hl=en&num=20",32,2015-01-12,
28,A Einstein,A generalized theory of gravitation,1948,Reviews of Modern Physics,dieumsnh.qfb.umich.mx,,"http://scholar.google.com/scholar?cites=6771090688207072903&as_sdt=5,33&sciodt=0,33&hl=en&num=20",36,2015-01-12,PDF
28,"S Hati, RJ Batchelor, FWB Einstein…",Vanadium (V) Complexes of α-Hydroxycarboxylic Acids in Aqueous Solution,2001,Inorganic …,ACS Publications,http://pubs.acs.org/doi/abs/10.1021/ic010427m,"http://scholar.google.com/scholar?cites=756851432553241757&as_sdt=5,33&sciodt=0,33&hl=en&num=20",273,2015-01-12,
27,A Einstein,Fundamental ideas and problems of the theory of relativity,1923,Les Prix Nobel 1922,globaluno.com,,"http://scholar.google.com/scholar?cites=7623326492147812971&as_sdt=5,33&sciodt=0,33&hl=en&num=20",31,2015-01-12,PDF
27,"DR Einstein, P Reinhall, M Nicosia…","Dynamic finite element implementation of nonlinear, anisotropic hyperelastic biological membranes",2003,Computer Methods in …,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/1025584021000048983,"http://scholar.google.com/scholar?cites=6245959907753595721&as_sdt=5,33&sciodt=0,33&hl=en&num=20",228,2015-01-12,
27,"JM Bewley, ME Einstein, MW Grott, MM Schutz",Comparison of reticular and rectal core body temperatures in lactating dairy cows,2008,Journal of dairy science,Elsevier,http://www.sciencedirect.com/science/article/pii/S0022030208709330,"http://scholar.google.com/scholar?cites=408946287169956380&as_sdt=5,33&sciodt=0,33&hl=en&num=20",491,2015-01-12,
26,"A Pimpinelli, H Gebremariam, TL Einstein",Evolution of terrace-width distributions on vicinal surfaces: Fokker-Planck derivation of the generalized Wigner surmise,2005,Physical review letters,APS,http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.95.246101,"http://scholar.google.com/scholar?cites=2685803690806163030&as_sdt=5,33&sciodt=0,33&hl=en&num=20",115,2015-01-12,
26,"A Einstein, HA Lorentz, H Weyl, H Minkowski",The principle of relativity,2008,,kerrykkuehn.com,,"http://scholar.google.com/scholar?cites=15986917800028662144&as_sdt=5,33&sciodt=0,33&hl=en&num=20",244,2015-01-12,BOOK
26,"A Bobet, HH Einstein",Tunnel reinforcement with rockbolts,2011,Tunnelling and Underground Space Technology,Elsevier,http://www.sciencedirect.com/science/article/pii/S088677981000101X,"http://scholar.google.com/scholar?cites=15604573869428331938&as_sdt=5,33&sciodt=0,33&hl=en&num=20",254,2015-01-12,
26,"HL Richards, SD Cohen, TL Einstein, M Giesen",Extraction of step-repulsion strengths from terrace width distributions: statistical and analytical considerations,2000,Surface science,Elsevier,http://www.sciencedirect.com/science/article/pii/S0039602800003034,"http://scholar.google.com/scholar?cites=15232232390932133589&as_sdt=5,33&sciodt=0,33&hl=en&num=20",334,2015-01-12,
25,"A Einstein, V Bargmann, PG Bergmann",On the five-dimensional representation of gravitation and electricity,1941,Theodore von Karman anniversary volume,,,"http://scholar.google.com/scholar?cites=5757223781960937029&as_sdt=5,33&sciodt=0,33&hl=en&num=20",22,2015-01-12,CITATION
25,"JM Bewley, MW Grott, ME Einstein, MM Schutz",Impact of intake water temperatures on reticular temperatures of lactating dairy cows,2008,Journal of dairy science,Elsevier,http://www.sciencedirect.com/science/article/pii/S0022030208710142,"http://scholar.google.com/scholar?cites=13970277033289416861&as_sdt=5,33&sciodt=0,33&hl=en&num=20",411,2015-01-12,
25,"…, MC Tesi, AL Stella, TL Einstein",Self-avoiding random surfaces: Monte Carlo study using oct-tree data-structure,1991,Journal of Physics A: …,iopscience.iop.org,http://iopscience.iop.org/0305-4470/24/19/024,"http://scholar.google.com/scholar?cites=1162955268884117302&as_sdt=5,33&sciodt=0,33&hl=en&num=20",415,2015-01-12,
25,"RJ Batchelor, FWB Einstein, ID Gay, JH Gu…","Synthesis, characterization, and redox behavior of new selenium coronands and of copper (I) and copper (II) complexes of selenium coronands",2000,Inorganic …,ACS Publications,http://pubs.acs.org/doi/abs/10.1021/ic991345p,"http://scholar.google.com/scholar?cites=13920033313560129679&as_sdt=5,33&sciodt=0,33&hl=en&num=20",502,2015-01-12,
24,A Einstein,Quantum theory of the monoatomic ideal gas,1924,Sitzungsberichte der Preussischen …,condmat.uni-oldenburg.de,,"http://scholar.google.com/scholar?cites=16541064273269068150&as_sdt=5,33&sciodt=0,33&hl=en&num=20",84,2015-01-12,PS
24,"…, M Fanucchi, E Postlethwait, D Einstein","COMPARATIVE COMPUTATIONAL MODELING OF AIRFLOWS AND VAPOR DOSIMETY IN THE RESPIRATORY TRACTS OF A RAT, MONKEY, AND HUMAN",2012,Toxicological …,Soc Toxicology,http://toxsci.oxfordjournals.org/content/early/2012/05/12/toxsci.kfs168.short,"http://scholar.google.com/scholar?cites=6716865104491531690&as_sdt=5,33&sciodt=0,33&hl=en&num=20",249,2015-01-12,
