Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
10921,"S Weinberg, RH Dicke","Gravitation and cosmology: principles and applications of the general theory of relativity",1973,"American Journal of Physics","scitation.aip.org","","http://scholar.google.com/scholar?cites=2331091289335612956&as_sdt=5,33&sciodt=0,33&hl=en&num=20",1,"2015-01-23","CITATION"
2801,"JL Synge","Relativity: the general theory",1960,"","philpapers.org","","http://scholar.google.com/scholar?cites=12197384436558944218&as_sdt=5,33&sciodt=0,33&hl=en&num=20",2,"2015-01-23","CITATION"
7566,"RM Wald","General relativity",2010,"","books.google.com","","http://scholar.google.com/scholar?cites=16148015339316522882&as_sdt=5,33&sciodt=0,33&hl=en&num=20",3,"2015-01-23","BOOK"
1083,"SM Carroll","Spacetime and geometry. An introduction to general relativity",2004,"","adsabs.harvard.edu","","http://scholar.google.com/scholar?cites=14868893402188094261&as_sdt=5,33&sciodt=0,33&hl=en&num=20",4,"2015-01-23","BOOK"
440,"R Penrose","Singularities and time-asymmetry",1979,"General relativity","inis.iaea.org","http://inis.iaea.org/search/search.aspx?orig_q=RN:11506371","http://scholar.google.com/scholar?cites=510545905685334257&as_sdt=5,33&sciodt=0,33&hl=en&num=20",5,"2015-01-23",""
1141,"R Adler, M Bazin, M Schiffer","Introduction to general relativity",1965,"","ulb.tu-darmstadt.de","http://www.ulb.tu-darmstadt.de/tocs/20911599.pdf","http://scholar.google.com/scholar?cites=14462109133234052327&as_sdt=5,33&sciodt=0,33&hl=en&num=20",6,"2015-01-23",""
1491,"R Penrose","GRAVITATIONAL COLLAPSE: THE ROLE OF GENERAL RELATIVITY.",1969,"","osti.gov","","http://scholar.google.com/scholar?cites=8663619917841218503&as_sdt=5,33&sciodt=0,33&hl=en&num=20",7,"2015-01-23","CITATION"
1865,"W Israel","Singular hypersurfaces and thin shells in general relativity",1966,"Il Nuovo Cimento B Series 10","Springer","http://link.springer.com/article/10.1007/BF02710419","http://scholar.google.com/scholar?cites=15393282391177229497&as_sdt=5,33&sciodt=0,33&hl=en&num=20",8,"2015-01-23",""
598,"W Rindler","Relativity: special, general, and cosmological",2001,"","adsabs.harvard.edu","","http://scholar.google.com/scholar?cites=6906706217724154887&as_sdt=5,33&sciodt=0,33&hl=en&num=20",9,"2015-01-23","BOOK"
249,"SW Hawking","The path-integral approach to quantum gravity",1979,"General relativity","inis.iaea.org","http://inis.iaea.org/search/search.aspx?orig_q=RN:11506295","http://scholar.google.com/scholar?cites=9605547203688668051&as_sdt=5,33&sciodt=0,33&hl=en&num=20",10,"2015-01-23",""
1852,"FW Hehl, P Von der Heyde, GD Kerlick…","General relativity with spin and torsion: Foundations and prospects",1976,"Reviews of Modern Physics","APS","http://journals.aps.org/rmp/abstract/10.1103/RevModPhys.48.393","http://scholar.google.com/scholar?cites=318534289671362430&as_sdt=5,33&sciodt=0,33&hl=en&num=20",11,"2015-01-23",""
955,"T Regge, C Teitelboim","Role of surface integrals in the Hamiltonian formulation of general relativity",1974,"Annals of Physics","Elsevier","http://www.sciencedirect.com/science/article/pii/0003491674904047","http://scholar.google.com/scholar?cites=11102729631711618733&as_sdt=5,33&sciodt=0,33&hl=en&num=20",12,"2015-01-23",""
816,"K Sundermeyer","Constrained dynamics with applications to Yang-Mills theory, general relativity, classical spin, dual string model",1982,"","inis.iaea.org","http://inis.iaea.org/search/search.aspx?orig_q=RN:14756633","http://scholar.google.com/scholar?cites=1257948076662317541&as_sdt=5,33&sciodt=0,33&hl=en&num=20",13,"2015-01-23",""
842,"C Rovelli, L Smolin","Loop space representation of quantum general relativity",1990,"Nuclear Physics B","Elsevier","http://www.sciencedirect.com/science/article/pii/055032139090019A","http://scholar.google.com/scholar?cites=3797835881920898930&as_sdt=5,33&sciodt=0,33&hl=en&num=20",14,"2015-01-23",""
526,"JB Hartle","Gravity: An introduction to Einstein's general relativity",2003,"","adsabs.harvard.edu","","http://scholar.google.com/scholar?cites=10396568807826700236&as_sdt=5,33&sciodt=0,33&hl=en&num=20",15,"2015-01-23","BOOK"
1602,"R Arnowitt, S Deser, CW Misner","Republication of: The dynamics of general relativity",2008,"General Relativity and Gravitation","Springer","http://link.springer.com/article/10.1007/s10714-008-0661-1","http://scholar.google.com/scholar?cites=13873740611885013730&as_sdt=5,33&sciodt=0,33&hl=en&num=20",16,"2015-01-23",""
297,"S Weinberg","Ultraviolet divergences in quantum theories of gravitation",1979,"General relativity","inis.iaea.org","http://inis.iaea.org/search/search.aspx?orig_q=RN:11506418","http://scholar.google.com/scholar?cites=17133139621425757947&as_sdt=5,33&sciodt=0,33&hl=en&num=20",17,"2015-01-23",""
412,"GC McVittie","General relativity and cosmology",1965,"","philpapers.org","","http://scholar.google.com/scholar?cites=4207135312174850871&as_sdt=5,33&sciodt=0,33&hl=en&num=20",18,"2015-01-23","CITATION"
1049,"B Bertotti, L Iess, P Tortora","A test of general relativity using radio links with the Cassini spacecraft",2003,"Nature","nature.com","http://www.nature.com/nature/journal/v425/n6956/abs/nature01997.html","http://scholar.google.com/scholar?cites=2073577407186785391&as_sdt=5,33&sciodt=0,33&hl=en&num=20",19,"2015-01-23",""
1183,"A Ashtekar","New Hamiltonian formulation of general relativity",1987,"Physical Review D","APS","http://journals.aps.org/prd/abstract/10.1103/PhysRevD.36.1587","http://scholar.google.com/scholar?cites=5617530894122953917&as_sdt=5,33&sciodt=0,33&hl=en&num=20",20,"2015-01-23",""
1018,"T Thiemann","Modern canonical quantum general relativity",2007,"","langtoninfo.com","","http://scholar.google.com/scholar?cites=4510002617131076911&as_sdt=5,33&sciodt=0,33&hl=en&num=20",21,"2015-01-23","BOOK"
813,"A Papapetrou","Spinning test-particles in general relativity. I",1951,"Proceedings of the Royal Society of …","rspa.royalsocietypublishing.org","http://rspa.royalsocietypublishing.org/content/209/1097/248.short","http://scholar.google.com/scholar?cites=10237347239507920750&as_sdt=5,33&sciodt=0,33&hl=en&num=20",22,"2015-01-23",""
705,"II Shapiro","Fourth test of general relativity",1964,"Physical Review Letters","APS","","http://scholar.google.com/scholar?cites=8327507232975885515&as_sdt=5,33&sciodt=0,33&hl=en&num=20",23,"2015-01-23","CITATION"
1221,"H Bondi, MGJ Van der Burg…","Gravitational waves in general relativity. VII. Waves from axi-symmetric isolated systems",1962,"… of the Royal …","rspa.royalsocietypublishing.org","http://rspa.royalsocietypublishing.org/content/269/1336/21.short","http://scholar.google.com/scholar?cites=12494927450180200291&as_sdt=5,33&sciodt=0,33&hl=en&num=20",24,"2015-01-23",""
620,"A Komar","Covariant conservation laws in general relativity",1959,"Physical Review","APS","http://journals.aps.org/pr/abstract/10.1103/PhysRev.113.934","http://scholar.google.com/scholar?cites=1121580173572348626&as_sdt=5,33&sciodt=0,33&hl=en&num=20",25,"2015-01-23",""
859,"SW Hawking","Black holes in general relativity",1972,"Communications in Mathematical Physics","Springer","http://link.springer.com/article/10.1007/BF01877517","http://scholar.google.com/scholar?cites=1397696177895931246&as_sdt=5,33&sciodt=0,33&hl=en&num=20",26,"2015-01-23",""
996,"T Regge","General relativity without coordinates",1961,"Il Nuovo Cimento Series 10","Springer","http://link.springer.com/article/10.1007/BF02733251","http://scholar.google.com/scholar?cites=7446448336156197712&as_sdt=5,33&sciodt=0,33&hl=en&num=20",27,"2015-01-23",""
837,"H Bondi","Spherically symmetrical models in general relativity",1947,"Monthly Notices of the Royal Astronomical …","mnras.oxfordjournals.org","","http://scholar.google.com/scholar?cites=11157547328765441352&as_sdt=5,33&sciodt=0,33&hl=en&num=20",28,"2015-01-23","HTML"
342,"J Stewart","Advanced general relativity",1993,"Advanced General Relativity, by John Stewart, pp. …","adsabs.harvard.edu","http://adsabs.harvard.edu/abs/1993agr..book.....S","http://scholar.google.com/scholar?cites=12536841797828272681&as_sdt=5,33&sciodt=0,33&hl=en&num=20",29,"2015-01-23",""
1186,"MS Morris, KS Thorne","Wormholes in spacetime and their use for interstellar travel: A tool for teaching general relativity",1988,"Am. J. Phys","physics.uofl.edu","","http://scholar.google.com/scholar?cites=9546553420881736373&as_sdt=5,33&sciodt=0,33&hl=en&num=20",30,"2015-01-23","PDF"
758,"K Hayashi, T Shirafuji","New general relativity",1979,"Physical Review D","APS","http://journals.aps.org/prd/abstract/10.1103/PhysRevD.19.3524","http://scholar.google.com/scholar?cites=17391235093315047933&as_sdt=5,33&sciodt=0,33&hl=en&num=20",31,"2015-01-23",""
804,"RK Sachs","Gravitational waves in general relativity. VIII. Waves in asymptotically flat space-time",1962,"Proceedings of the Royal Society of …","rspa.royalsocietypublishing.org","http://rspa.royalsocietypublishing.org/content/270/1340/103.short","http://scholar.google.com/scholar?cites=6182916366106695906&as_sdt=5,33&sciodt=0,33&hl=en&num=20",32,"2015-01-23",""
1319,"CM Will","The confrontation between general relativity and experiment",2005,"arXiv preprint gr-qc/0510072","arxiv.org","http://arxiv.org/abs/gr-qc/0510072","http://scholar.google.com/scholar?cites=18132682703003500105&as_sdt=5,33&sciodt=0,33&hl=en&num=20",33,"2015-01-23",""
423,"T Damour, K Nordtvedt","General relativity as a cosmological attractor of tensor-scalar theories",1993,"Physical Review Letters","APS","http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.70.2217","http://scholar.google.com/scholar?cites=688432886286304005&as_sdt=5,33&sciodt=0,33&hl=en&num=20",34,"2015-01-23",""
302,"LI Schiff","Possible new experimental test of general relativity theory",1960,"Physical Review Letters","APS","","http://scholar.google.com/scholar?cites=2761244911634231998&as_sdt=5,33&sciodt=0,33&hl=en&num=20",35,"2015-01-23","CITATION"
356,"N Straumann","General relativity and relativistic astrophysics",1984,"","tocs.ulb.tu-darmstadt.de","","http://scholar.google.com/scholar?cites=10250250203640677998&as_sdt=5,33&sciodt=0,33&hl=en&num=20",36,"2015-01-23","BOOK"
438,"M Alcubierre","The warp drive: hyper-fast travel within general relativity",1994,"Classical and Quantum Gravity","iopscience.iop.org","http://iopscience.iop.org/0264-9381/11/5/001","http://scholar.google.com/scholar?cites=14226528322032346401&as_sdt=5,33&sciodt=0,33&hl=en&num=20",37,"2015-01-23",""
843,"R Schoen, ST Yau","On the proof of the positive mass conjecture in general relativity",1979,"Communications in Mathematical Physics","Springer","http://link.springer.com/article/10.1007/BF01940959","http://scholar.google.com/scholar?cites=12358659794646590170&as_sdt=5,33&sciodt=0,33&hl=en&num=20",38,"2015-01-23",""
307,"JL Synge","Relativity: the general theory",1962,"Bull. Amer. Math. Soc. 68 (1962), 167-169 DOI: http://dx …","ams.org","","http://scholar.google.com/scholar?cites=13204951664701434439&as_sdt=5,33&sciodt=0,33&hl=en&num=20",39,"2015-01-23","CITATION"
313,"H Bondi","Negative mass in general relativity",2011,"The Role of Gravitation in Physics: Report from the …","books.google.com","http://books.google.com/books?hl=en&lr=&id=pHfa1MdF38EC&oi=fnd&pg=PA159&dq=%22general+relativity%22&ots=ei38wfyFkA&sig=HEDyTTxzu52m3uY7Z3I7iLAhfQs","http://scholar.google.com/scholar?cites=6861602981213023175&as_sdt=5,33&sciodt=0,33&hl=en&num=20",40,"2015-01-23",""
966,"B Schutz","A first course in general relativity",2009,"","books.google.com","","http://scholar.google.com/scholar?cites=8234319093708081736&as_sdt=5,33&sciodt=0,33&hl=en&num=20",41,"2015-01-23","BOOK"
239,"DW Sciama","The physical structure of general relativity",1964,"Reviews of Modern Physics","APS","","http://scholar.google.com/scholar?cites=5614725287221684222&as_sdt=5,33&sciodt=0,33&hl=en&num=20",42,"2015-01-23","CITATION"
532,"U Leonhardt, TG Philbin","General relativity in electrical engineering",2006,"New Journal of Physics","iopscience.iop.org","http://iopscience.iop.org/1367-2630/8/10/247","http://scholar.google.com/scholar?cites=15112380946180440298&as_sdt=5,33&sciodt=0,33&hl=en&num=20",43,"2015-01-23",""
555,"JF Donoghue","General relativity as an effective field theory: The leading quantum corrections",1994,"Physical Review D","APS","http://journals.aps.org/prd/abstract/10.1103/PhysRevD.50.3874","http://scholar.google.com/scholar?cites=8587292736643510057&as_sdt=5,33&sciodt=0,33&hl=en&num=20",44,"2015-01-23",""
146,"BS DeWitt","Quantum gravity: the new synthesis",1979,"General relativity","inis.iaea.org","http://inis.iaea.org/search/search.aspx?orig_q=RN:11506258","http://scholar.google.com/scholar?cites=7143335004633436869&as_sdt=5,33&sciodt=0,33&hl=en&num=20",45,"2015-01-23",""
561,"R Penrose","A spinor approach to general relativity",1960,"Annals of Physics","Elsevier","http://www.sciencedirect.com/science/article/pii/000349166090021X","http://scholar.google.com/scholar?cites=4029818580974695621&as_sdt=5,33&sciodt=0,33&hl=en&num=20",46,"2015-01-23",""
463,"B Whitt","Fourth-order gravity as general relativity plus matter",1984,"Physics Letters B","Elsevier","http://www.sciencedirect.com/science/article/pii/0370269384903320","http://scholar.google.com/scholar?cites=1179992661787737844&as_sdt=5,33&sciodt=0,33&hl=en&num=20",47,"2015-01-23",""
846,"RA d'Inverno, A Harvey","Introducing Einstein's relativity",2008,"Physics Today","scitation.aip.org","","http://scholar.google.com/scholar?cites=17419077310816328027&as_sdt=5,33&sciodt=0,33&hl=en&num=20",48,"2015-01-23","CITATION"
188,"M Carmeli","Group Theory and General Relativity.",1972,"","DTIC Document","http://oai.dtic.mil/oai/oai?verb=getRecord&metadataPrefix=html&identifier=AD0749516","http://scholar.google.com/scholar?cites=16524626121944475162&as_sdt=5,33&sciodt=0,33&hl=en&num=20",49,"2015-01-23",""
580,"R Sachs","Gravitational waves in general relativity. VI. The outgoing radiation condition",1961,"Proceedings of the Royal Society of …","rspa.royalsocietypublishing.org","http://rspa.royalsocietypublishing.org/content/264/1318/309.short","http://scholar.google.com/scholar?cites=7297930186151553177&as_sdt=5,33&sciodt=0,33&hl=en&num=20",50,"2015-01-23",""
501,"T Damour, K Nordtvedt","Tensor-scalar cosmological models and their relaxation toward general relativity",1993,"Physical Review D","APS","http://journals.aps.org/prd/abstract/10.1103/PhysRevD.48.3436","http://scholar.google.com/scholar?cites=17801689190272562658&as_sdt=5,33&sciodt=0,33&hl=en&num=20",51,"2015-01-23",""
485,"JH Taylor, JM Weisberg","A new test of general relativity-Gravitational radiation and the binary pulsar PSR 1913+ 16",1982,"The Astrophysical Journal","adsabs.harvard.edu","","http://scholar.google.com/scholar?cites=12786819274312020196&as_sdt=5,33&sciodt=0,33&hl=en&num=20",52,"2015-01-23","HTML"
769,"NK Glendenning","Compact stars: Nuclear physics, particle physics, and general relativity",2000,"","Springer","","http://scholar.google.com/scholar?cites=11544455991832960664&as_sdt=5,33&sciodt=0,33&hl=en&num=20",53,"2015-01-23","CITATION"
398,"I Robinson, A Trautman","Some spherical gravitational waves in general relativity",1962,"… of the Royal …","rspa.royalsocietypublishing.org","http://rspa.royalsocietypublishing.org/content/265/1323/463.short","http://scholar.google.com/scholar?cites=7075930127521936324&as_sdt=5,33&sciodt=0,33&hl=en&num=20",54,"2015-01-23",""
435,"R Geroch","Spinor structure of space‐times in general relativity. I",1968,"Journal of Mathematical Physics","scitation.aip.org","http://scitation.aip.org/content/aip/journal/jmp/9/11/10.1063/1.1664507","http://scholar.google.com/scholar?cites=653716079532633357&as_sdt=5,33&sciodt=0,33&hl=en&num=20",55,"2015-01-23",""
432,"C Møller","On the localization of the energy of a physical system in the general theory of relativity",1958,"Annals of Physics","Elsevier","http://www.sciencedirect.com/science/article/pii/0003491658900538","http://scholar.google.com/scholar?cites=7597697294354770242&as_sdt=5,33&sciodt=0,33&hl=en&num=20",56,"2015-01-23",""
385,"B Bertotti","Uniform electromagnetic field in the theory of general relativity",1959,"Physical Review","APS","http://journals.aps.org/pr/abstract/10.1103/PhysRev.116.1331","http://scholar.google.com/scholar?cites=1783084086876012379&as_sdt=5,33&sciodt=0,33&hl=en&num=20",57,"2015-01-23",""
432,"R Arnowitt, S Deser, CW Misner","Canonical variables for general relativity",1960,"Physical Review","APS","http://journals.aps.org/pr/abstract/10.1103/PhysRev.117.1595","http://scholar.google.com/scholar?cites=9249095037088987989&as_sdt=5,33&sciodt=0,33&hl=en&num=20",58,"2015-01-23",""
279,"N Rosen","General relativity and flat space. I",1940,"Physical Review","APS","http://journals.aps.org/pr/abstract/10.1103/PhysRev.57.147","http://scholar.google.com/scholar?cites=6497014565170529060&as_sdt=5,33&sciodt=0,33&hl=en&num=20",59,"2015-01-23",""
341,"E Baron, J Cooperstein, S Kahana","Type II supernovae in 12 M cirdot and 15 M cirdot stars: The equation of state and general relativity",1985,"Physical review letters","APS","http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.55.126","http://scholar.google.com/scholar?cites=17851831838851882339&as_sdt=5,33&sciodt=0,33&hl=en&num=20",60,"2015-01-23",""
409,"S Chandrasekhar","The Dynamical Instability of Gaseous Masses Approaching the Schwarzschild Limit in General Relativity.",1964,"The Astrophysical Journal","articles.adsabs.harvard.edu","","http://scholar.google.com/scholar?cites=9076473372475829109&as_sdt=5,33&sciodt=0,33&hl=en&num=20",61,"2015-01-23","HTML"
170,"IR Kenyon","General relativity.",1990,"General relativity., by Kenyon, IR. Oxford …","adsabs.harvard.edu","http://adsabs.harvard.edu/abs/1990gere.book.....K","http://scholar.google.com/scholar?cites=18827993301831689&as_sdt=5,33&sciodt=0,33&hl=en&num=20",62,"2015-01-23",""
447,"R Ruffini, S Bonazzola","Systems of self-gravitating particles in general relativity and the concept of an equation of state",1969,"Physical Review","APS","http://journals.aps.org/pr/abstract/10.1103/PhysRev.187.1767","http://scholar.google.com/scholar?cites=4658369152874639573&as_sdt=5,33&sciodt=0,33&hl=en&num=20",63,"2015-01-23",""
619,"CM Will","The confrontation between general relativity and experiment",2001,"arXiv preprint gr-qc/0103036","arxiv.org","http://arxiv.org/abs/Gr-qc/0103036","http://scholar.google.com/scholar?cites=538398365923629719&as_sdt=5,33&sciodt=0,33&hl=en&num=20",64,"2015-01-23",""
322,"RH Dicke, HM Goldenberg","Solar oblateness and general relativity",1967,"Physical Review Letters","APS","http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.18.313","http://scholar.google.com/scholar?cites=13863070563426923835&as_sdt=5,33&sciodt=0,33&hl=en&num=20",65,"2015-01-23",""
605,"SW Hawking, W Israel","General relativity: an Einstein centenary survey",1979,"","books.google.com","","http://scholar.google.com/scholar?cites=12825035264275714462&as_sdt=5,33&sciodt=0,33&hl=en&num=20",66,"2015-01-23","BOOK"
412,"M Kramer, IH Stairs, RN Manchester, MA McLaughlin…","Tests of general relativity from timing the double pulsar",2006,"Science","sciencemag.org","http://www.sciencemag.org/content/314/5796/97.short","http://scholar.google.com/scholar?cites=8241988029677197660&as_sdt=5,33&sciodt=0,33&hl=en&num=20",67,"2015-01-23",""
209,"PC Vaidya","'Newtonian'time in general relativity",1953,"Nature","repository.ias.ac.in","http://repository.ias.ac.in/56641/","http://scholar.google.com/scholar?cites=7196176673650100913&as_sdt=5,33&sciodt=0,33&hl=en&num=20",68,"2015-01-23",""
554,"RK Sachs, H Wu","General relativity for mathematicians",1977,"","Springer","","http://scholar.google.com/scholar?cites=12202777929428140974&as_sdt=5,33&sciodt=0,33&hl=en&num=20",69,"2015-01-23","BOOK"
114,"R Geroch, GT Horowitz","Global structure of spacetimes",1979,"General relativity","inis.iaea.org","http://inis.iaea.org/search/search.aspx?orig_q=RN:11506283","http://scholar.google.com/scholar?cites=18268746833845177747&as_sdt=5,33&sciodt=0,33&hl=en&num=20",70,"2015-01-23",""
462,"GB Cook, SL Shapiro…","Rapidly rotating neutron stars in general relativity: Realistic equations of state",1994,"The Astrophysical …","adsabs.harvard.edu","","http://scholar.google.com/scholar?cites=16164711873113992763&as_sdt=5,33&sciodt=0,33&hl=en&num=20",71,"2015-01-23","HTML"
173,"P Havas","Four-dimensional formulations of Newtonian mechanics and their relation to the special and the general theory of relativity",1964,"Reviews of Modern Physics","APS","","http://scholar.google.com/scholar?cites=15218246077341973375&as_sdt=5,33&sciodt=0,33&hl=en&num=20",72,"2015-01-23","CITATION"
209,"JE Marsden, FJ Tipler","Maximal hypersurfaces and foliations of constant mean curvature in general relativity",1980,"Physics Reports","Elsevier","http://www.sciencedirect.com/science/article/pii/0370157380901544","http://scholar.google.com/scholar?cites=12416077424734227187&as_sdt=5,33&sciodt=0,33&hl=en&num=20",73,"2015-01-23",""
393,"GY Rainich","Electrodynamics in the general relativity theory",1925,"Transactions of the American Mathematical Society","JSTOR","http://www.jstor.org/stable/1989168","http://scholar.google.com/scholar?cites=10480147481128636671&as_sdt=5,33&sciodt=0,33&hl=en&num=20",74,"2015-01-23",""
335,"T Buchert","On average properties of inhomogeneous fluids in general relativity: dust cosmologies",2000,"General Relativity and Gravitation","Springer","http://link.springer.com/article/10.1023/A:1001800617177","http://scholar.google.com/scholar?cites=3428734929171658641&as_sdt=5,33&sciodt=0,33&hl=en&num=20",75,"2015-01-23",""
415,"GW Gibbons, CM Hull","A bogomolny bound for general relativity and solitons in< i> N</i>= 2 supergravity",1982,"Physics Letters B","Elsevier","http://www.sciencedirect.com/science/article/pii/0370269382907511","http://scholar.google.com/scholar?cites=16861070552904682317&as_sdt=5,33&sciodt=0,33&hl=en&num=20",76,"2015-01-23",""
365,"JF Plebanski, M Demianski","Rotating, charged, and uniformly accelerating mass in general relativity",1976,"Annals of Physics","Elsevier","http://www.sciencedirect.com/science/article/pii/0003491676902402","http://scholar.google.com/scholar?cites=13491679838715488961&as_sdt=5,33&sciodt=0,33&hl=en&num=20",77,"2015-01-23",""
309,"R Penrose","Quasi-local mass and angular momentum in general relativity",1982,"Proceedings of the Royal Society of …","rspa.royalsocietypublishing.org","http://rspa.royalsocietypublishing.org/content/381/1780/53.short","http://scholar.google.com/scholar?cites=1887245510893068274&as_sdt=5,33&sciodt=0,33&hl=en&num=20",78,"2015-01-23",""
534,"Hans Stephani","Relativity: An introduction to special and general relativity",2004,"","books.google.com","","http://scholar.google.com/scholar?cites=18331171055567618587&as_sdt=5,33&sciodt=0,33&hl=en&num=20",79,"2015-01-23","BOOK"
274,"HP Robertson, TW Noonan","RELATIVITY AND COSMOLOGY.",1968,"","DTIC Document","http://oai.dtic.mil/oai/oai?verb=getRecord&metadataPrefix=html&identifier=AD0678054","http://scholar.google.com/scholar?cites=14086944698045865131&as_sdt=5,33&sciodt=0,33&hl=en&num=20",80,"2015-01-23",""
353,"TJR Hughes, T Kato, JE Marsden","Well-posed quasi-linear second-order hyperbolic systems with applications to nonlinear elastodynamics and general relativity",1977,"Archive for Rational Mechanics and …","Springer","http://www.springerlink.com/index/P2152HM3V2M7T552.pdf","http://scholar.google.com/scholar?cites=5983110692004458122&as_sdt=5,33&sciodt=0,33&hl=en&num=20",81,"2015-01-23",""
330,"R Arnowitt, S Deser, CW Misner","Dynamical structure and definition of energy in general relativity",1959,"Physical Review","APS","http://journals.aps.org/pr/abstract/10.1103/PhysRev.116.1322","http://scholar.google.com/scholar?cites=7649758126807829643&as_sdt=5,33&sciodt=0,33&hl=en&num=20",82,"2015-01-23",""
348,"JW York Jr","Conformally invariant orthogonal decomposition of symmetric tensors on Riemannian manifolds and the initial‐value problem of general relativity",1973,"Journal of Mathematical Physics","scitation.aip.org","http://scitation.aip.org/content/aip/journal/jmp/14/4/10.1063/1.1666338","http://scholar.google.com/scholar?cites=12196575009128354318&as_sdt=5,33&sciodt=0,33&hl=en&num=20",83,"2015-01-23",""
352,"R Arnowitt, S Deser, CW Misner","Coordinate invariance and energy expressions in general relativity",1961,"Physical Review","APS","http://journals.aps.org/pr/abstract/10.1103/PhysRev.122.997","http://scholar.google.com/scholar?cites=10833395352781309197&as_sdt=5,33&sciodt=0,33&hl=en&num=20",84,"2015-01-23",""
284,"IMH Etherington","LX. On the definition of distance in general relativity",1933,"… and Dublin Philosophical Magazine and Journal …","Taylor & Francis","http://www.tandfonline.com/doi/pdf/10.1080/14786443309462220","http://scholar.google.com/scholar?cites=15524905102501990697&as_sdt=5,33&sciodt=0,33&hl=en&num=20",85,"2015-01-23",""
299,"RP Geroch","Topology in general relativity",1967,"Journal of Mathematical Physics","scitation.aip.org","http://scitation.aip.org/content/aip/journal/jmp/8/4/10.1063/1.1705276","http://scholar.google.com/scholar?cites=8120824779784481618&as_sdt=5,33&sciodt=0,33&hl=en&num=20",86,"2015-01-23",""
223,"LI Schiff","On experimental tests of the general theory of relativity",1960,"Am. J. Phys","personal.psu.edu","","http://scholar.google.com/scholar?cites=8184560813980376866&as_sdt=5,33&sciodt=0,33&hl=en&num=20",87,"2015-01-23","PDF"
204,"PG Bergmann","Observables in general relativity",1961,"Reviews of Modern Physics","APS","","http://scholar.google.com/scholar?cites=17455174993369975005&as_sdt=5,33&sciodt=0,33&hl=en&num=20",88,"2015-01-23","CITATION"
462,"J Weber","General Relativity and gravitational waves",1961,"","books.google.com","","http://scholar.google.com/scholar?cites=46863093829532878&as_sdt=5,33&sciodt=0,33&hl=en&num=20",89,"2015-01-23","BOOK"
317,"H Bondi, FAE Pirani, I Robinson","Gravitational waves in general relativity. III. Exact plane waves",1959,"… of the Royal …","rspa.royalsocietypublishing.org","http://rspa.royalsocietypublishing.org/content/251/1267/519.short","http://scholar.google.com/scholar?cites=10267095304866028114&as_sdt=5,33&sciodt=0,33&hl=en&num=20",90,"2015-01-23",""
563,"AS Eddington","Space, time and gravitation: An outline of the general relativity theory",1987,"","books.google.com","","http://scholar.google.com/scholar?cites=16861406975963130717&as_sdt=5,33&sciodt=0,33&hl=en&num=20",91,"2015-01-23","BOOK"
292,"L Stella, M Vietri","kHz quasiperiodic oscillations in low-mass X-ray binaries as probes of general relativity in the strong-field regime",1999,"Physical Review Letters","APS","http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.82.17","http://scholar.google.com/scholar?cites=17812572677435290757&as_sdt=5,33&sciodt=0,33&hl=en&num=20",92,"2015-01-23",""
283,"Y Choquet-Bruhat, R Geroch","Global aspects of the Cauchy problem in general relativity",1969,"Communications in Mathematical Physics","Springer","http://link.springer.com/article/10.1007/BF01645389","http://scholar.google.com/scholar?cites=1486170441187042184&as_sdt=5,33&sciodt=0,33&hl=en&num=20",93,"2015-01-23",""
251,"JPS Lemos","Cylindrical black hole in general relativity",1994,"arXiv preprint gr-qc/9404041","arxiv.org","http://arxiv.org/abs/gr-qc/9404041","http://scholar.google.com/scholar?cites=4681121670022914316&as_sdt=5,33&sciodt=0,33&hl=en&num=20",94,"2015-01-23",""
367,"R Penrose, SW Hawking, W Israel","General Relativity: An Einstein Centenary Survey",1979,"Cambridge UP, Cambridge","","","http://scholar.google.com/scholar?cites=9532182156611781585&as_sdt=5,33&sciodt=0,33&hl=en&num=20",95,"2015-01-23","CITATION"
255,"BS DeWitt, SW Hawking, W Israel","General relativity: an Einstein centenary survey",1979,"General relativity: an Einstein centenary survey","","","http://scholar.google.com/scholar?cites=13718200742815080952&as_sdt=5,33&sciodt=0,33&hl=en&num=20",96,"2015-01-23","CITATION"
268,"PG Bergmann, R Thomson","Spin and angular momentum in general relativity",1953,"Physical Review","APS","http://journals.aps.org/pr/abstract/10.1103/PhysRev.89.400","http://scholar.google.com/scholar?cites=18418830214197404959&as_sdt=5,33&sciodt=0,33&hl=en&num=20",97,"2015-01-23",""
313,"S Chandrasekhar","The post-Newtonian equations of hydrodynamics in general relativity",1965,"Astrophysical Journal","repository.ias.ac.in","http://repository.ias.ac.in/74335/","http://scholar.google.com/scholar?cites=265923762079784588&as_sdt=5,33&sciodt=0,33&hl=en&num=20",98,"2015-01-23",""
325,"JM Stewart, M Walker","Perturbations of space-times in general relativity",1974,"Proceedings of the Royal …","rspa.royalsocietypublishing.org","http://rspa.royalsocietypublishing.org/content/341/1624/49.short","http://scholar.google.com/scholar?cites=18182253683018001146&as_sdt=5,33&sciodt=0,33&hl=en&num=20",99,"2015-01-23",""
